frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
584,0,9.726,0.98,1,0.38,0.09,0.49,0.00,0.14,0.14,0.04,0.60,0.58,0.55,0.14,0.08,0.35,0.00,0.18,0.09,3.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
585,0,9.743,0.98,1,0.40,0.00,0.51,0.00,0.08,0.05,0.14,0.63,0.53,0.77,0.08,0.10,0.27,0.00,0.26,0.03,4.35,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
586,0,9.760,0.98,1,0.36,0.00,0.66,0.00,0.08,0.11,0.19,0.70,0.55,0.82,0.01,0.10,0.31,0.00,0.21,0.00,4.51,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
587,0,9.776,0.98,1,0.26,0.00,0.80,0.00,0.08,0.14,0.26,0.77,0.55,0.83,0.02,0.06,0.45,0.00,0.32,0.03,4.69,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
588,0,9.793,0.98,1,0.11,0.00,1.05,0.00,0.16,0.18,0.28,0.88,0.58,0.70,0.09,0.04,0.65,0.00,0.31,0.09,4.74,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
589,0,9.810,0.98,1,0.01,0.00,1.16,0.00,0.23,0.38,0.38,0.98,0.57,0.74,0.09,0.10,0.60,0.00,0.32,0.14,4.72,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
590,0,9.826,0.98,1,0.00,0.00,1.27,0.00,0.33,0.69,0.44,0.94,0.55,0.69,0.14,0.15,0.71,0.00,0.32,0.14,4.42,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
591,0,9.843,0.98,1,0.00,0.00,1.34,0.00,0.35,1.00,0.60,1.00,0.52,0.91,0.07,0.25,0.63,0.00,0.37,0.15,4.24,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
592,0,9.860,0.98,1,0.00,0.00,1.45,0.00,0.40,1.20,0.71,0.97,0.46,0.89,0.16,0.33,0.73,0.00,0.43,0.26,3.91,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
593,0,9.876,0.98,1,0.00,0.00,1.52,0.00,0.46,1.36,0.96,1.20,0.45,1.05,0.11,0.46,0.51,0.00,0.42,0.39,3.86,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
594,0,9.893,0.98,1,0.00,0.00,1.61,0.00,0.50,1.57,0.97,1.10,0.37,0.83,0.20,0.48,0.70,0.00,0.45,0.37,3.71,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
595,0,9.910,0.98,1,0.00,0.00,1.68,0.00,0.54,1.58,1.14,1.24,0.37,0.98,0.11,0.55,0.54,0.00,0.39,0.35,3.79,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
596,0,9.926,0.98,1,0.00,0.00,1.71,0.00,0.53,1.67,1.09,1.11,0.34,0.91,0.20,0.58,0.72,0.00,0.34,0.31,3.66,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
597,0,9.943,0.98,1,0.00,0.00,1.73,0.00,0.55,1.60,1.23,1.27,0.38,1.12,0.15,0.61,0.54,0.00,0.30,0.41,3.72,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
598,0,9.960,0.98,1,0.00,0.00,1.70,0.00,0.57,1.69,1.13,1.14,0.34,0.90,0.26,0.58,0.70,0.00,0.26,0.42,3.49,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
599,0,9.977,0.98,1,0.00,0.00,1.76,0.00,0.59,1.54,1.22,1.18,0.32,0.95,0.17,0.54,0.58,0.00,0.22,0.53,3.57,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
600,0,9.993,0.98,1,0.00,0.00,1.77,0.00,0.60,1.61,1.13,1.10,0.31,0.76,0.32,0.49,0.74,0.00,0.18,0.51,3.36,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
601,0,10.010,0.98,1,0.00,0.00,1.81,0.00,0.60,1.48,1.18,1.20,0.34,0.96,0.30,0.47,0.66,0.00,0.16,0.52,3.56,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
602,0,10.027,0.98,1,0.00,0.00,1.78,0.00,0.60,1.60,1.09,1.17,0.35,0.82,0.47,0.47,0.81,0.00,0.18,0.49,3.38,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
603,0,10.043,0.98,1,0.00,0.00,1.82,0.00,0.58,1.49,1.16,1.21,0.38,0.95,0.37,0.47,0.73,0.00,0.20,0.55,3.57,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
604,0,10.060,0.98,1,0.00,0.00,1.80,0.00,0.58,1.66,1.11,1.18,0.39,0.78,0.42,0.44,0.84,0.00,0.28,0.61,3.41,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
605,0,10.077,0.98,1,0.00,0.00,1.91,0.00,0.58,1.57,1.19,1.29,0.41,0.91,0.33,0.41,0.70,0.00,0.29,0.59,3.55,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
606,0,10.093,0.98,1,0.00,0.00,1.78,0.00,0.60,1.68,1.13,1.22,0.39,0.80,0.34,0.34,0.80,0.00,0.36,0.53,3.38,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
607,0,10.110,0.98,1,0.00,0.00,1.86,0.00,0.60,1.63,1.25,1.24,0.40,1.01,0.29,0.36,0.69,0.00,0.36,0.52,3.56,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
608,0,10.127,0.98,1,0.00,0.00,1.71,0.00,0.61,1.76,1.18,1.14,0.40,0.97,0.30,0.31,0.86,0.00,0.46,0.55,3.40,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
609,0,10.143,0.98,1,0.00,0.00,1.82,0.00,0.59,1.64,1.29,1.20,0.43,1.15,0.30,0.42,0.79,0.00,0.44,0.58,3.57,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
610,0,10.160,0.98,1,0.00,0.00,1.74,0.00,0.61,1.70,1.16,1.14,0.42,1.02,0.33,0.39,0.90,0.00,0.45,0.57,3.34,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
611,0,10.177,0.98,1,0.00,0.00,1.82,0.00,0.58,1.58,1.21,1.21,0.46,1.14,0.35,0.43,0.81,0.00,0.45,0.57,3.51,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
612,0,10.193,0.98,1,0.00,0.00,1.77,0.00,0.62,1.69,1.10,1.18,0.48,1.02,0.43,0.37,0.93,0.00,0.40,0.56,3.28,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
613,0,10.210,0.98,1,0.00,0.00,1.82,0.00,0.61,1.57,1.19,1.22,0.50,1.10,0.39,0.36,0.75,0.00,0.38,0.48,3.54,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
614,0,10.227,0.98,1,0.00,0.00,1.74,0.00,0.65,1.58,1.10,1.10,0.49,1.00,0.43,0.31,0.83,0.00,0.35,0.45,3.43,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
615,0,10.243,0.98,1,0.00,0.00,1.79,0.00,0.67,1.44,1.19,1.17,0.51,1.09,0.33,0.30,0.61,0.00,0.35,0.47,3.64,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
616,0,10.260,0.98,1,0.00,0.00,1.73,0.00,0.67,1.54,1.11,1.15,0.48,0.96,0.35,0.25,0.81,0.00,0.32,0.48,3.42,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
617,0,10.277,0.98,1,0.00,0.00,1.80,0.00,0.65,1.52,1.24,1.29,0.49,1.03,0.23,0.25,0.70,0.00,0.31,0.45,3.57,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
618,0,10.294,0.98,1,0.00,0.00,1.69,0.00,0.60,1.53,1.11,1.17,0.46,0.84,0.30,0.22,0.91,0.00,0.35,0.40,3.35,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
619,0,10.310,0.98,1,0.00,0.00,1.75,0.00,0.59,1.42,1.18,1.24,0.49,0.94,0.25,0.25,0.79,0.00,0.31,0.43,3.54,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
620,0,10.327,0.98,1,0.00,0.00,1.68,0.00,0.60,1.51,1.08,1.11,0.43,0.74,0.30,0.28,0.81,0.00,0.26,0.42,3.26,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
621,0,10.344,0.98,1,0.00,0.00,1.74,0.00,0.58,1.64,1.16,1.23,0.43,0.89,0.31,0.32,0.64,0.00,0.19,0.47,3.49,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
622,0,10.360,0.98,1,0.00,0.00,1.66,0.00,0.56,1.74,1.03,1.15,0.43,0.75,0.38,0.32,0.71,0.00,0.24,0.47,3.28,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
623,0,10.377,0.98,1,0.00,0.00,1.76,0.00,0.53,1.69,1.10,1.26,0.47,0.95,0.36,0.31,0.63,0.00,0.26,0.50,3.60,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
624,0,10.394,0.98,1,0.00,0.00,1.72,0.00,0.54,1.57,0.96,1.17,0.48,0.81,0.34,0.29,0.75,0.00,0.33,0.52,3.33,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
625,0,10.410,0.98,1,0.00,0.00,1.80,0.00,0.53,1.48,1.05,1.29,0.48,0.92,0.30,0.28,0.64,0.00,0.26,0.52,3.49,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
626,0,10.427,0.98,1,0.00,0.00,1.67,0.00,0.53,1.47,0.89,1.19,0.48,0.74,0.39,0.25,0.76,0.00,0.38,0.56,3.23,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
627,0,10.444,0.98,1,0.00,0.00,1.75,0.00,0.54,1.50,0.95,1.31,0.54,0.73,0.35,0.24,0.83,0.00,0.26,0.54,3.34,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
628,0,10.460,0.98,1,0.00,0.00,1.73,0.00,0.55,1.55,1.00,1.28,0.54,0.70,0.27,0.26,0.83,0.00,0.22,0.54,3.30,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
629,0,10.477,0.98,1,0.00,0.00,1.72,0.00,0.54,1.44,1.02,1.23,0.55,0.67,0.13,0.32,0.96,0.00,0.11,0.58,3.28,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
630,0,10.494,0.98,1,0.00,0.00,1.68,0.00,0.53,1.32,1.13,1.19,0.52,0.80,0.10,0.35,0.87,0.00,0.17,0.61,3.39,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
631,0,10.510,0.98,1,0.00,0.00,1.63,0.00,0.53,1.30,0.97,1.13,0.50,0.71,0.27,0.37,1.03,0.00,0.27,0.66,3.23,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
632,0,10.527,0.98,1,0.00,0.00,1.69,0.00,0.56,1.40,1.11,1.25,0.50,0.87,0.25,0.33,0.85,0.00,0.26,0.60,3.49,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
633,0,10.544,0.98,1,0.00,0.00,1.66,0.00,0.57,1.60,0.98,1.20,0.50,0.76,0.42,0.31,0.87,0.00,0.27,0.59,3.31,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
634,0,10.560,0.98,1,0.00,0.00,1.71,0.00,0.54,1.55,1.12,1.28,0.52,0.92,0.31,0.29,0.76,0.00,0.27,0.55,3.52,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
635,0,10.577,0.98,1,0.00,0.00,1.70,0.00,0.53,1.57,1.00,1.16,0.51,0.84,0.45,0.30,0.87,0.00,0.31,0.56,3.31,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
636,0,10.594,0.98,1,0.00,0.00,1.80,0.00,0.52,1.54,1.12,1.20,0.51,0.92,0.23,0.37,0.83,0.00,0.29,0.50,3.51,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
637,0,10.611,0.98,1,0.00,0.00,1.78,0.00,0.51,1.65,0.97,1.06,0.50,0.77,0.29,0.35,0.93,0.00,0.29,0.47,3.29,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
638,0,10.627,0.98,1,0.00,0.00,1.81,0.00,0.51,1.61,1.03,1.14,0.50,0.79,0.12,0.38,0.85,0.00,0.24,0.50,3.46,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
639,0,10.644,0.98,1,0.00,0.00,1.73,0.00,0.48,1.62,0.88,1.06,0.50,0.71,0.26,0.30,0.93,0.01,0.33,0.56,3.29,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
640,0,10.661,0.98,1,0.00,0.00,1.82,0.00,0.53,1.65,1.00,1.13,0.48,0.83,0.14,0.37,0.83,0.01,0.26,0.60,3.52,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
641,0,10.677,0.98,1,0.00,0.00,1.74,0.00,0.51,1.77,0.90,1.05,0.48,0.71,0.24,0.33,0.91,0.01,0.31,0.59,3.35,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
642,0,10.694,0.98,1,0.00,0.00,1.79,0.00,0.50,1.68,1.01,1.15,0.48,0.79,0.13,0.34,0.85,0.00,0.22,0.56,3.51,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
643,0,10.711,0.98,1,0.00,0.00,1.71,0.00,0.48,1.60,0.88,1.09,0.51,0.64,0.30,0.30,1.00,0.00,0.35,0.54,3.32,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
644,0,10.727,0.98,1,0.00,0.00,1.88,0.00,0.50,1.46,1.00,1.18,0.52,0.79,0.22,0.30,0.90,0.00,0.36,0.55,3.59,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
645,0,10.744,0.98,1,0.00,0.00,1.81,0.00,0.51,1.59,0.91,1.05,0.53,0.62,0.34,0.33,0.97,0.00,0.40,0.55,3.37,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
646,0,10.761,0.98,1,0.00,0.00,1.87,0.00,0.53,1.61,1.04,1.10,0.54,0.73,0.17,0.34,0.85,0.00,0.27,0.60,3.57,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
647,0,10.777,0.98,1,0.00,0.00,1.74,0.00,0.50,1.60,0.89,1.04,0.56,0.63,0.25,0.35,0.95,0.00,0.30,0.56,3.32,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
648,0,10.794,0.98,1,0.00,0.00,1.73,0.00,0.50,1.42,0.96,1.15,0.59,0.82,0.10,0.37,0.91,0.00,0.21,0.64,3.56,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
649,0,10.811,0.98,1,0.00,0.00,1.59,0.00,0.47,1.42,0.80,1.08,0.61,0.78,0.25,0.34,0.94,0.00,0.28,0.55,3.37,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
650,0,10.827,0.98,1,0.00,0.00,1.50,0.00,0.42,1.36,0.85,1.14,0.61,0.98,0.19,0.32,0.70,0.00,0.17,0.60,3.75,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
651,0,10.844,0.98,1,0.00,0.00,1.43,0.00,0.43,1.33,0.74,1.16,0.62,0.92,0.24,0.24,0.56,0.00,0.20,0.46,3.74,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
652,0,10.861,0.98,1,0.00,0.00,1.33,0.00,0.45,1.17,0.77,1.27,0.59,1.09,0.10,0.28,0.42,0.00,0.13,0.57,3.98,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
653,0,10.877,0.98,1,0.00,0.00,1.19,0.00,0.54,1.15,0.66,1.19,0.55,1.05,0.05,0.30,0.46,0.00,0.11,0.53,3.79,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
654,0,10.894,0.98,1,0.00,0.00,1.04,0.00,0.58,1.13,0.68,1.07,0.48,1.08,0.00,0.37,0.30,0.00,0.08,0.56,3.75,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
655,0,10.911,0.98,1,0.00,0.00,0.84,0.00,0.61,1.22,0.69,0.96,0.45,0.92,0.00,0.36,0.13,0.00,0.07,0.45,3.53,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
656,0,10.927,0.98,1,0.00,0.00,0.68,0.00,0.62,1.55,0.73,0.87,0.44,0.86,0.02,0.35,0.05,0.00,0.10,0.33,3.13,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
657,0,10.944,0.98,1,0.00,0.00,0.55,0.00,0.63,1.75,0.60,0.85,0.47,0.78,0.07,0.35,0.12,0.00,0.11,0.30,2.44,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
658,0,10.961,0.98,1,0.00,0.00,0.41,0.00,0.51,1.59,0.37,0.81,0.52,0.74,0.13,0.29,0.13,0.00,0.10,0.23,1.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
659,0,10.978,0.98,1,0.00,0.00,0.26,0.00,0.37,1.06,0.16,0.80,0.52,0.68,0.21,0.29,0.16,0.02,0.06,0.27,1.19,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
660,0,10.994,0.98,1,0.00,0.00,0.09,0.00,0.15,0.61,0.07,0.73,0.51,0.76,0.21,0.30,0.12,0.02,0.04,0.28,0.88,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
661,0,11.011,0.98,1,0.00,0.00,0.04,0.00,0.06,0.39,0.02,0.58,0.45,0.67,0.18,0.30,0.14,0.06,0.09,0.31,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
662,0,11.028,0.98,1,0.00,0.00,0.02,0.00,0.00,0.19,0.02,0.50,0.45,0.77,0.17,0.29,0.06,0.03,0.09,0.35,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
663,0,11.044,0.98,1,0.00,0.00,0.02,0.00,0.00,0.08,0.04,0.39,0.42,0.75,0.17,0.17,0.03,0.03,0.18,0.27,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
664,0,11.061,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.38,0.40,0.88,0.17,0.14,0.00,0.00,0.21,0.27,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
665,0,11.078,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.31,0.37,0.77,0.16,0.08,0.02,0.00,0.29,0.16,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
666,0,11.094,0.98,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.31,0.37,0.65,0.17,0.14,0.05,0.03,0.29,0.17,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
667,0,11.111,0.98,1,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.33,0.36,0.68,0.15,0.18,0.05,0.03,0.20,0.12,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
668,0,11.128,0.98,1,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.30,0.36,0.80,0.08,0.22,0.03,0.03,0.13,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
669,0,11.144,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.36,0.97,0.01,0.23,0.00,0.00,0.08,0.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
670,0,11.161,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.34,0.90,0.15,0.19,0.03,0.03,0.19,0.04,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
671,0,11.178,0.98,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.17,0.35,0.75,0.19,0.15,0.04,0.10,0.23,0.06,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
672,0,11.194,0.98,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.14,0.33,0.65,0.19,0.17,0.04,0.10,0.23,0.08,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
