frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
673,0,11.211,0.98,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.20,0.34,0.65,0.05,0.25,0.01,0.07,0.12,0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
674,0,11.228,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.30,0.64,0.14,0.23,0.00,0.04,0.20,0.15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
675,0,11.244,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.29,0.54,0.18,0.17,0.00,0.11,0.19,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
676,0,11.261,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.60,0.17,0.15,0.00,0.11,0.19,0.09,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
677,0,11.278,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.29,0.70,0.08,0.23,0.00,0.07,0.06,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
678,0,11.295,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.30,0.84,0.13,0.29,0.00,0.00,0.05,0.19,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
679,0,11.311,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.27,0.83,0.13,0.29,0.00,0.00,0.05,0.17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
680,0,11.328,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.30,0.78,0.14,0.29,0.00,0.00,0.04,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
681,0,11.345,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.33,0.78,0.14,0.24,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
682,0,11.361,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.33,0.70,0.14,0.24,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
683,0,11.378,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.33,0.70,0.20,0.23,0.02,0.06,0.08,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
684,0,11.395,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.33,0.52,0.17,0.23,0.04,0.15,0.10,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
685,0,11.411,0.98,1,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.12,0.33,0.51,0.20,0.22,0.04,0.16,0.13,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
686,0,11.428,0.98,1,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.18,0.34,0.54,0.11,0.17,0.02,0.09,0.08,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
687,0,11.445,0.98,1,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.17,0.33,0.71,0.03,0.19,0.00,0.01,0.09,0.17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,0,11.461,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.35,0.77,0.02,0.14,0.00,0.00,0.08,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
689,0,11.478,0.98,1,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.08,0.38,0.81,0.06,0.12,0.00,0.00,0.06,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
690,0,11.495,0.98,1,0.07,0.06,0.00,0.00,0.00,0.00,0.00,0.10,0.39,0.80,0.06,0.11,0.00,0.00,0.04,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
691,0,11.511,0.98,1,0.07,0.06,0.00,0.00,0.00,0.00,0.00,0.09,0.41,0.84,0.08,0.09,0.00,0.00,0.06,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
692,0,11.528,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.42,0.79,0.08,0.09,0.00,0.00,0.08,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
693,0,11.545,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.42,0.77,0.14,0.08,0.00,0.00,0.09,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
694,0,11.561,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.41,0.75,0.14,0.11,0.00,0.00,0.11,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
695,0,11.578,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.38,0.71,0.13,0.10,0.00,0.00,0.17,0.06,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
696,0,11.595,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.38,0.72,0.12,0.11,0.00,0.00,0.19,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
697,0,11.611,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.38,0.65,0.14,0.10,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
698,0,11.628,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.37,0.66,0.15,0.12,0.00,0.01,0.21,0.08,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
699,0,11.645,0.98,1,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.26,0.39,0.53,0.18,0.09,0.10,0.01,0.22,0.13,0.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
700,0,11.662,0.98,1,0.02,0.12,0.10,0.00,0.03,0.24,0.00,0.30,0.42,0.48,0.18,0.11,0.13,0.01,0.32,0.20,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
701,0,11.678,0.98,1,0.14,0.18,0.21,0.00,0.12,0.38,0.02,0.49,0.57,0.42,0.15,0.08,0.30,0.00,0.29,0.17,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
702,0,11.695,0.98,1,0.25,0.15,0.29,0.00,0.13,0.38,0.03,0.48,0.65,0.53,0.15,0.08,0.31,0.00,0.41,0.18,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
703,0,11.712,0.98,1,0.36,0.06,0.30,0.00,0.13,0.14,0.03,0.54,0.70,0.54,0.10,0.05,0.45,0.00,0.34,0.19,4.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
704,0,11.728,0.98,1,0.41,0.16,0.30,0.00,0.08,0.03,0.09,0.59,0.60,0.56,0.12,0.08,0.29,0.00,0.42,0.16,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
705,0,11.745,0.98,1,0.40,0.19,0.37,0.00,0.15,0.24,0.12,0.69,0.55,0.57,0.03,0.10,0.23,0.00,0.35,0.14,4.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
706,0,11.762,0.98,1,0.30,0.19,0.33,0.00,0.20,0.42,0.13,0.62,0.49,0.64,0.09,0.13,0.13,0.00,0.36,0.10,3.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
707,0,11.778,0.98,1,0.12,0.03,0.31,0.00,0.24,0.58,0.05,0.53,0.53,0.69,0.16,0.10,0.20,0.00,0.28,0.09,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
708,0,11.795,0.98,1,0.02,0.04,0.17,0.00,0.17,0.47,0.08,0.48,0.51,0.70,0.14,0.18,0.15,0.00,0.23,0.13,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
709,0,11.812,0.98,1,0.00,0.04,0.12,0.00,0.14,0.33,0.07,0.38,0.51,0.56,0.19,0.12,0.27,0.07,0.25,0.08,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
710,0,11.828,0.98,1,0.00,0.04,0.03,0.00,0.05,0.15,0.07,0.30,0.44,0.58,0.17,0.23,0.19,0.07,0.29,0.16,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
711,0,11.845,0.98,1,0.00,0.00,0.01,0.00,0.03,0.04,0.00,0.22,0.40,0.62,0.20,0.21,0.19,0.07,0.29,0.20,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
712,0,11.862,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.38,0.74,0.21,0.30,0.00,0.00,0.27,0.26,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
713,0,11.878,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.17,0.38,0.62,0.15,0.19,0.01,0.03,0.17,0.26,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
714,0,11.895,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.22,0.39,0.63,0.15,0.22,0.01,0.03,0.17,0.20,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
715,0,11.912,0.98,1,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.28,0.39,0.66,0.12,0.23,0.01,0.03,0.15,0.23,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
716,0,11.928,0.98,1,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.37,0.39,0.83,0.13,0.28,0.00,0.00,0.16,0.21,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
717,0,11.945,0.98,1,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.79,0.11,0.22,0.00,0.00,0.16,0.22,0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
718,0,11.962,0.98,1,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.31,0.40,0.84,0.03,0.20,0.00,0.00,0.13,0.22,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
719,0,11.979,0.98,1,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.33,0.39,0.83,0.04,0.22,0.00,0.00,0.13,0.19,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
720,0,11.995,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.32,0.40,0.80,0.09,0.24,0.00,0.00,0.09,0.23,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
721,0,12.012,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.33,0.42,0.72,0.09,0.17,0.00,0.00,0.14,0.20,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
722,0,12.029,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.29,0.40,0.65,0.06,0.17,0.00,0.00,0.16,0.17,0.16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
723,0,12.045,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.38,0.63,0.00,0.13,0.00,0.00,0.25,0.09,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
724,0,12.062,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.35,0.61,0.00,0.24,0.00,0.00,0.23,0.03,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
725,0,12.079,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.35,0.64,0.02,0.25,0.00,0.00,0.22,0.04,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
726,0,12.095,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.34,0.61,0.04,0.28,0.00,0.00,0.17,0.04,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
727,0,12.112,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.32,0.64,0.04,0.23,0.00,0.00,0.14,0.06,0.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
728,0,12.129,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.66,0.04,0.19,0.00,0.00,0.16,0.08,0.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
729,0,12.145,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.72,0.03,0.20,0.00,0.00,0.14,0.14,0.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
730,0,12.162,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.32,0.75,0.07,0.21,0.00,0.00,0.10,0.12,0.15,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
731,0,12.179,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.34,0.74,0.12,0.26,0.00,0.00,0.07,0.13,0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
732,0,12.195,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.35,0.73,0.18,0.20,0.00,0.00,0.11,0.08,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
733,0,12.212,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.38,0.68,0.16,0.18,0.00,0.00,0.17,0.09,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
734,0,12.229,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.37,0.70,0.09,0.17,0.00,0.00,0.17,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
735,0,12.245,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.36,0.71,0.03,0.26,0.00,0.00,0.13,0.18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
736,0,12.262,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.33,0.70,0.07,0.28,0.00,0.00,0.11,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
737,0,12.279,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.33,0.70,0.16,0.28,0.00,0.00,0.12,0.18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
738,0,12.296,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.34,0.73,0.24,0.32,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
739,0,12.312,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.35,0.80,0.27,0.34,0.00,0.00,0.14,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
740,0,12.329,0.98,1,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.28,0.35,0.76,0.27,0.36,0.00,0.00,0.14,0.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
741,0,12.346,0.98,1,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.30,0.34,0.72,0.28,0.29,0.00,0.00,0.17,0.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
742,0,12.362,0.98,1,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.33,0.34,0.63,0.24,0.24,0.00,0.00,0.13,0.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
743,0,12.379,0.98,1,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.35,0.34,0.67,0.19,0.17,0.00,0.00,0.14,0.18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
744,0,12.396,0.98,1,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.30,0.34,0.69,0.15,0.16,0.00,0.00,0.12,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
745,0,12.412,0.98,1,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.33,0.36,0.69,0.15,0.10,0.00,0.00,0.16,0.28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
746,0,12.429,0.98,1,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.32,0.37,0.67,0.09,0.06,0.00,0.00,0.16,0.29,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
747,0,12.446,0.98,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.40,0.64,0.05,0.03,0.00,0.00,0.18,0.28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
748,0,12.462,0.98,1,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.41,0.62,0.01,0.04,0.00,0.00,0.16,0.23,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
749,0,12.479,0.98,1,0.06,0.00,0.02,0.00,0.00,0.00,0.00,0.36,0.43,0.58,0.04,0.04,0.00,0.00,0.22,0.21,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
750,0,12.496,0.98,1,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.38,0.40,0.54,0.08,0.08,0.00,0.00,0.23,0.24,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
751,0,12.512,0.98,1,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.37,0.36,0.62,0.11,0.13,0.00,0.00,0.19,0.27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
752,0,12.529,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.32,0.69,0.14,0.17,0.00,0.00,0.08,0.28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
753,0,12.546,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.78,0.13,0.12,0.00,0.00,0.07,0.27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
754,0,12.562,0.98,1,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.33,0.77,0.11,0.12,0.00,0.00,0.10,0.27,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
755,0,12.579,0.98,1,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.34,0.77,0.06,0.15,0.00,0.00,0.13,0.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
756,0,12.596,0.98,1,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.80,0.01,0.21,0.00,0.00,0.12,0.36,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
757,0,12.612,0.98,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.88,0.04,0.18,0.00,0.02,0.12,0.36,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
758,0,12.629,0.98,1,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.41,0.93,0.05,0.16,0.00,0.07,0.13,0.28,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
759,0,12.646,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.42,0.96,0.05,0.13,0.00,0.13,0.12,0.20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
760,0,12.663,0.98,1,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.50,1.03,0.01,0.10,0.00,0.20,0.08,0.21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
761,0,12.679,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.58,1.15,0.00,0.04,0.05,0.27,0.11,0.24,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
